Gene Name,ZT1,ZT4,ZT7,ZT10,ZT13,ZT16,ZT19,ZT22
Ung,2.760298411,3.618228998,4.725916315,6.621796951,9.609146935,5.029192345,1.709373986,4.466428803
Slc20a1,5.056,8.726,34.973,29.645,38.815,21.128,14.981,18.067
Ero1l,3.504,3.718,5.47,6.394,8.833,5.597,4.818,5.689
Capn15,16.09367089,12.97721519,10.9164557,13.50126582,23.99746835,19.82531646,18.55189873,16.64303797
Hp,144.6650367,187.1442543,371.6136919,245.4425428,394.8850856,239.0171149,287.3887531,153.6870416
Atf6b,10.023757,9.562192432,7.654844731,12.1330392,14.86679111,14.13711183,13.07313762,12.21279484
Gde1,19.122,24.81,33.097,43.595,44.417,27.725,25.094,32.888
Ubc,65.58694593,44.60301997,49.0063322,45.01704822,76.60496834,74.36921578,73.46322455,70.19483682
Dnajb5,5.08931025,5.26793075,7.131079967,7.666941467,8.584776037,6.644682605,5.44655125,5.902720528
Ppp2r3c,3.604,4.578,4.372,4.825,6.032,5.808,5.395,5.148
Cad,4.205,4.07,5.21,7.44,15.081,8.488,4.642,6.705
Ipo4,8.58136646,7.826086957,9.546583851,13.24968944,16.99378882,16.09440994,9.944099379,12.3826087
Sys1,10.0511811,9.551181102,10.37401575,11.04330709,15.5511811,13.24409449,12.2519685,14.77952756
Rnf181,65.94311377,59.16167665,58.27844311,58.74251497,101.5868263,75.92814371,77.00598802,74.61077844
Lman2,22.426,23.518,27.388,42.999,47.666,27.908,26.801,38.741
Riok2,10.112,9.587,13.155,19.72,24.542,21.023,16.512,15.263
Tspan31,45.83333333,41.47119342,59.14609053,58.00411523,80.16460905,67.59259259,75.3909465,51.44032922
Slc47a1,12.614,14.205,15.031,21.58,25.368,23.914,25.094,15.149
Rpp21,14.36781609,9.022988506,13.79310345,15.86206897,26.83908046,24.13793103,23.10344828,12.24137931
Tmed10,10.412,11.074,14.273,14.866,15.799,12.325,12.171,14.067
Rbm25,22.826,21.797,23.116,32.217,35.835,35.451,29.185,30.084
Zfp398,6.157,6.809,6.228,7.731,10.736,9.881,8.909,8.902
Rcbtb1,12.214,13.031,21.259,21.667,26.93,13.797,15.333,15.214
Zswim1,5.962419798,3.767186068,3.932172319,3.996333639,7.571035747,7.465627864,7.131072411,5.559120073
Igsf5,7.058,7.474,8.843,9.358,12.244,7.253,7.729,7.164
Pdia5,40.847,48.524,60.924,79.169,80.072,71.69,44.091,52.561
Nphp3,1.852,1.683,2.236,2.34,5.619,2.602,2.66,2.574
Syvn1,52.26715925,43.36962862,60.04472098,83.3540735,301.9910558,78.99669454,53.08769201,74.56153996
Cluap1,2.803,3.678,8.604,6.656,8.905,5.834,6.173,4.574
Srbd1,5.256,5.596,6.009,7.833,8.133,7.174,5.822,6.246
Gys1,3.754,3.444,3.413,4.548,7.038,5.571,5.27,4.394
Erc1,9.911,12.131,14.552,16.145,17.882,13.613,14.153,13.673
Akr1c20,3.204,2.818,4.651,6.641,11.526,9.145,8.432,7.574
4931406C07Rik,8.46,6.848,12.137,16.77,21.49,18.448,16.111,14.854
Il17rc,7.64918439,7.918645468,7.377658476,9.272145364,11.93681602,11.61160438,9.974189552,8.632046252
Acot4,7.719217491,5.224395857,15.39010357,24.17951669,25.82508631,11.3693901,9.530494822,8.490218642
Tmem150a,93.0877193,75.68859649,85.45175439,113.8947368,155.3596491,129.5526316,118.5394737,100.4517544
Sbk1,5.306,12.522,21.579,20.853,36.338,16.372,15.985,16.313
Rhbdd2,9.311,12.092,10.5,14.779,19.695,12.719,9.787,10.525
C8a,47.655,41.48,45.054,52.285,73.986,72.82,60.101,43.626
Zfp263,16.01066098,20.02558635,22.08955224,27.82302772,28.17484009,24.26226013,21.93816631,27.19616205
Mapre2,3.104,3.913,6.368,6.51,7.235,4.651,5.621,4.492
Nphp3,1.852,1.683,2.236,2.34,5.619,2.602,2.66,2.574
Phf20,9.161,8.531,9.841,11.16,17.325,13.087,12.698,14.345
Slc16a12,3.804,5.361,18.844,16.77,21.598,8.147,11.242,5.673
Slc31a1,15.117,17.923,19.642,23.149,28.312,15.925,19.298,17.706
Golim4,10.162,9.94,12.756,12.468,26.822,16.188,12.848,10.984
Wwp1,14.567,14.988,14.313,16.886,22.944,19.473,17.466,17.346
R3hcc1l,12.264,11.935,13.953,13.442,18.223,14.559,14.329,14.477
Erc1,9.911,12.131,14.552,16.145,17.882,13.613,14.153,13.673
Gale,10.36489152,6.942800789,4.723865878,7.021696252,14.87179487,11.66666667,13.36291913,12.61341223
Zfp324,23.35291156,19.56871958,17.62040611,26.09330425,41.96845108,28.2681658,26.44571237,27.75969122
Il17rc,7.73406118,7.940055618,7.401380163,9.294469049,11.98269647,11.66546503,9.97631064,8.629107014
Cdc42bpb,20.724,18.94,18.525,25.954,29.677,27.83,22.284,21.69
Zhx2,27.482,23.831,29.544,34.542,36.158,34.373,30.189,29.97
Ctif,6.558,6.652,8.124,10.114,14.237,10.039,7.403,9.64
Ugt1a7c,18.221,17.962,34.554,28.686,46.445,45.542,37.893,18.92
Pradc1,4.557438795,4.174513497,4.698681733,5.929064658,8.904582549,5.360954175,6.142498431,5.816070308
Sec14l1,5.156,4.931,6.268,8.21,8.366,6.885,5.571,6.853
Mirlet7a-1,42.55319149,37.44680851,53.08510638,64.89361702,105,67.12765957,56.06382979,54.04255319
Mir3074-2,9.345794393,14.6728972,24.29906542,14.95327103,25.14018692,9.813084112,2.336448598,3.08411215
2610507I01Rik,13.65668814,10.97385373,14.06972338,13.2701781,19.52633573,15.93406593,15.49829481,14.47517999
9330133O14Rik,1.218026797,0.950060901,2.436053593,3.191230207,5.468940317,5.115712546,2.75274056,3.788063337
Mknk1,5.106,5.478,6.148,7.905,8.51,6.386,6.148,6.787
Rffl,14.767,13.97,20.002,16.842,21.436,17.817,15.433,14.87
Ttll4,7.008,8.139,9.003,11.48,12.801,12.272,9.385,11.886
Lrp3,3.504,4.07,5.729,7.498,7.181,8.567,4.919,5.23
Cln5,8.227146814,10.47830102,11.31671283,11.43305633,12.93074792,11.74515235,11.44598338,9.204062789
Med22,10.52725118,13.67890995,14.54680095,21.52251185,22.49407583,16.57879147,17.0971564,15.29620853
Agap1,4.956,6.926,9.522,8.821,14.452,9.539,8.883,8.492
Agtpbp1,2.803,2.935,3.753,4.098,5.978,4.467,2.961,4.181
Ttc37,6.307,7.044,7.386,9.504,12.352,10.538,9.21,11.312
Gm6251,2.533783784,3.310810811,4.391891892,2.939189189,5.456081081,4.881756757,4.662162162,2.77027027
Rbfox2,15.668,16.749,17.586,19.749,20.754,28.355,17.541,17.149
Pacsin2,6.608,6.966,7.705,8.719,11.724,9.566,8.407,10.722
Nr1h4,49.707,51.263,65.096,89.791,75.745,90.952,63.74,57.742
Rffl,14.467,13.618,19.902,17.206,21.005,18.185,15.006,14.591
Slc25a21,5.106,5.596,8.284,6.002,9.264,9.119,7.202,6.46
Papd7,11.113,13.814,17.666,18.354,31.329,16.293,18.244,16.837
Pfkfb3,13.015,16.475,59.027,44.394,83.447,72.741,16.487,55.84
Osbpl5,1.652,1.174,3.334,8.022,8.348,3.732,4.191,2.623
Nf2,5.406,6.613,6.168,9.286,9.892,9.539,7.829,9.05
Nf2,5.406,6.613,6.168,9.286,9.892,9.539,7.829,9.05
Rpain,13.00837112,14.87792117,17.54621556,20.73072899,28.58562958,21.58528078,19.60585978,17.61248692
D16Ertd472e,2.203,3.522,4.152,5.101,6.535,5.308,3.714,4.377
Smn1,4.155,5.674,4.332,6.176,6.427,6.123,5.747,6.05
Tdrd3,6.357,7.631,7.466,9.14,9.587,9.066,8.632,8.984
E030018B13Rik,0.594177065,2.323232323,14.58704694,36.26262626,80.11289364,45.90612002,29.22756982,12.27569816
Agap3,9.911,11.544,11.678,15.157,15.691,14.638,12.472,13.28
Cyp3a13,27.131,28.449,43.497,37.39,89.318,42.73,69.361,33.003
Gba,8.695884554,10.45697488,9.708711919,10.91127739,14.29716729,12.71245323,10.86317477,10.07749866
Hspe1,30.37606838,34.78632479,50.5042735,69.17948718,82.24786325,70.75213675,32.17094017,59.55555556
Il15ra,18.071,26.297,29.583,36.562,50.162,37.842,32.196,31.642
Nme1,4.678162433,6.954060813,5.964196393,11.53481637,13.68303278,13.21442675,7.762274582,11.86915888
Snta1,6.257,8.139,7.605,11.16,13.285,9.119,8.808,8.476
Gda,2.203,2.348,4.451,6.932,9.21,4.809,5.797,3.181
Per2,7.208,5.518,21.06,35.414,52.172,39.682,32.999,13.624
Ybx3,6.558,7.239,9.382,10.535,11.813,13.402,8.382,7.919
Mrps12,3.546099291,5.531914894,18.43971631,14.39716312,19.07801418,22.34042553,8.865248227,12.76595745
Zw10,3.904,4.852,5.509,7.164,7.504,5.282,5.571,5.033
Fkbp9,2.953,2.035,3.533,3.735,5.925,4.651,3.589,3.476
Odc1,2.269978402,3.211663067,5.90712743,11.83153348,11.36069114,12.08855292,3.740820734,5.239740821
Surf2,9.725714286,13.64,13.12,22.42285714,26.36571429,22.82285714,15.2,21.45142857
Fbxw5,13.19717787,15.11325659,14.23319718,18.3995544,20.86520609,16.29780913,16.68028221,16.19383587
Paxip1,5.757,7.044,7.446,8.952,9.767,8.304,7.93,8.902
Rcl1,11.914,17.296,18.704,19.807,20.718,20.971,13.451,17.788
Agtpbp1,2.803,2.935,3.753,4.098,5.978,4.467,2.961,4.181
Ripk4,4.806,4.892,5.689,5.943,9.443,6.228,5.195,5.918
Col27a1,10.062,5.713,11.658,25.46,31.4,25.465,17.19,9.181
Tmem186,17.77777778,23.8254693,21.16692035,26.76306443,31.06037544,28.00101471,21.39015728,25.20547945
Mpi,7.178103315,7.481881264,6.863531226,9.00848111,10.35466461,9.725520432,8.436391673,8.519660756
Ifrd2,9.196025294,10.37037037,14.30593195,13.39054502,15.6248118,14.40228847,10.35230352,11.05691057
Ikbkap,4.605,5.439,5.35,7.644,8.025,7.726,6.349,7.279
Slc25a37,28.433,21.992,38.926,35.704,48.636,39.34,34.881,34.314
Ddo,4.205,6.339,8.144,10.753,12.083,10.88,8.482,5.394
Fam86,4.596000816,5.389716384,5.478473781,8.153438074,10.0734544,8.873699245,8.115690675,8.01163028
Nbas,2.503,2.857,3.633,4.2,10,4.362,4.04,4.951
Pex1,9.711,9.822,9.562,13.384,17.127,13.166,12.196,11.345
Afmid,27.882,31.893,42.978,43.145,78.402,51.744,49.11,33.839
3110002H16Rik,5.206,8.139,8.304,8.487,12.065,8.436,9.034,8.197
6030458C11Rik,5.707,7.905,7.745,8.908,10.377,9.671,8.356,9.411
Ubqln4,10.762,11.622,12.955,20.998,24.255,15.294,14.354,18.51
Ercc3,8.76,10.409,10.759,14.604,14.955,13.376,11.97,11.722
Il15ra,17.871,26.884,29.683,37.143,50.754,37.816,32.497,32.773
Letmd1,9.744494464,10.61686337,12.19248084,14.05645456,16.60177637,14.32412702,13.49555907,11.07068986
Macrod1,7.909,6.692,8.544,9.794,10.916,10.564,8.683,8.197
Ufsp2,7.509,9.666,9.721,11.262,13.645,11.878,10.64,11.214
Agap3,9.911,11.544,11.678,15.157,15.691,14.638,12.472,13.28
Nrbp2,18.61570248,24.09504132,26.14876033,34.64876033,41.09917355,39.74380165,32.87190083,29.53719008
Farp2,4.806,6.261,5.709,7.004,7.379,7.358,6.123,6.82
Ahcyl1,11.814,13.266,14.752,17.598,23.77,18.974,16.713,19.559
Zdhhc14,4.555,6.3,7.805,6.656,8.348,8.304,7.177,6.804
Ccdc137,6.634319527,8.984615385,7.039053254,9.699408284,10.53727811,9.827218935,8.018934911,7.723076923
Fam214a,32.788,48.993,79.109,59.827,153.483,62.255,93.427,55.152
Syne3,7.759,6.809,12.596,13.195,17.702,15.689,11.117,8.099
Srek1,12.114,15.144,15.59,15.767,18.259,16.188,15.533,15.788
Tdrd3,6.357,7.631,7.466,9.14,9.587,9.066,8.632,8.984
Dclk3,2.152,2.309,2.974,3.212,7.774,5.545,5.044,2
Coa6,8.56684492,9.20855615,10.45989305,15.85026738,19.77540107,16.86631016,13.68983957,14.72727273
Trmt6,3.357723577,3.698170732,3.834349593,4.519308943,8.173780488,5.635162602,4.463414634,5.515243902
Trak1,6.708,6.731,7.446,11.131,11.221,9.96,10.439,9.247
Wdr3,6.007,7.239,6.148,8.966,10.575,10.485,7.88,10.329
Ppm1l,3.003,3.287,5.29,5.348,6.445,7.884,4.191,3.968
Ipo7,12.264,15.849,20.301,20.373,27.397,22.153,16.487,20.575
Snord16a,1083.626374,1212.637363,2355.934066,1596.923077,2698.901099,2731.868132,1555.274725,1516.923077
Mir345,15.625,32.60416667,25,46.875,89.79166667,60.20833333,33.95833333,30.72916667
Gm19522,1.652,1.8,2.635,6.961,11.257,9.119,2.836,2.23
Ankrd28,5.206,5.752,9.801,9.794,10.251,12.982,10.791,9.771
2310061I04Rik,5.188749075,9.267209474,5.392301999,11.40266469,11.49518875,11.57290896,9.566987417,10.74019245
Rai1,12.715,12.953,15.051,17.307,19.031,23.835,17.014,16.69
Rcan1,3.354,3.913,4.631,6.045,7.81,8.041,5.998,5.968
C1qbp,10.54385413,12.9173216,13.80697894,21.88305564,18.79283244,27.67683119,15.93524049,18.55391386
Tnnc1,0.357142857,0.557142857,0.571428571,6.535714286,9.621428571,10.51428571,4.3,1.407142857
Dbt,3.354,3.952,4.691,7.484,6.84,7.963,5.195,6
Tbl2,5.656,5.87,7.246,11.335,11.706,15.505,8.306,9.312
Usp25,7.358,6.926,7.825,8.704,8.959,10.459,7.654,7.771
Rabggta,8.03255814,10.19302326,10.95581395,13.89069767,14.61395349,18.02790698,15.8744186,9.074418605
Cyp2d40,1.310043668,2.733624454,4.358078603,3.23580786,5.489082969,7.113537118,5.03930131,1.64628821
Mrps25,3.104,4.383,3.793,5.58,5.583,5.65,4.893,4.558
Rrp8,8.591943958,8.633975482,10.34676007,15.67775832,14.58844133,17.57968476,11.51313485,13.09281961
Eef1g,16.6487965,17.51094092,19.74398249,26.37636761,24.61269147,27.74507659,20.12472648,23.65973742
Manba,4.856,5.752,4.112,7.179,7.828,8.094,6.474,6.033
Idh3b,27.39420935,32.99395482,32.26535157,39.20776328,34.61660834,41.97263761,34.01209036,33.22621699
Mmaa,14.967,21.444,17.926,25.619,25.691,26.332,22.133,22.903
Mtrr,3.454,4.031,4.711,6.583,6.158,9.093,5.546,5.722
L3mbtl3,5.807,5.674,7.705,6.772,8.618,8.987,6.449,6.312
G6pc3,3.150167785,3.447986577,3.598993289,5.180369128,5.121644295,5.843120805,4.211409396,5.020973154
Ccp110,3.254,3.718,2.715,4.592,5.117,5.177,3.89,3.804
Zfyve9,3.854,3.6,6.707,6.844,6.966,6.99,5.722,5.164
Zfp948,4.505,4.422,4.551,5.101,6.463,6.833,4.793,6.46
Miip,6.74015483,7.837428475,8.06294177,10.63783238,9.759340289,11.23359138,8.024234265,7.283742848
Prps1l3,11.49226197,11.18991493,11.57937891,13.18130573,15.47504356,17.58737317,14.78835708,15.57650917
Zfp692,7.673579802,8.045085663,5.112714157,6.315599639,9.130748422,11.94229035,10.45446348,9.136158702
Traf3,5.106,4.5,4.451,3.909,5.889,8.173,6.449,6.017
Gpr155,3.104,2.896,3.394,4.025,4.381,5.597,5.571,3.131
Slc16a5,4.034857949,3.587547854,5.852307072,5.914769293,5.987306065,8.393109007,4.171871852,3.138222849
Lonrf1,5.006,3.131,5.709,17.859,7.989,27.33,6.198,6.738
Exosc7,8.209,8.922,6.747,9.591,9.892,12.903,10.991,10.575
Pgd,8.76,7.748,6.747,8.123,8.456,11.011,9.235,9.099
Abhd14a,5.158137882,4.310589908,3.050817342,5.138592751,4.657071784,8.312011372,6.510305615,5.243425729
Fkbp8,42.7443609,34.11564626,44.45578231,44.87468672,47.37379162,47.46867168,42.9018976,31.37486574
Thrb,26.43,23.636,22.018,35.748,40.054,41.022,29.586,33.462
Eml4,7.859,7.631,7.286,6.481,7.774,10.564,8.181,8.46
Pced1a,13.52964905,10.41750706,9.098426785,12.51512707,13.97741025,14.68132311,13.76764825,12.06938282
Rbm47,38.394,32.401,30.063,35.094,46.481,55.896,45.346,34.97
Gtpbp8,8.762078396,7.562443026,6.258887876,8.477666363,9.786690975,10.82771194,8.920692799,9.56426618
1700024P16Rik,4.305,2.739,1.477,1.831,3.68,7.884,6.826,4.476
Tars2,5.556,6.692,5.17,7.222,7.092,9.119,8.507,7.771
Tars2,5.650410959,6.303561644,5.228493151,7.197808219,6.847123288,8.898630137,8.524931507,7.563835616
Spsb3,13.11168682,12.61658031,8.906160046,11.58606793,13.0224525,22.31433506,15.67357513,17.97927461
Mipol1,11.263,11.035,11.498,12.977,15.44,17.449,14.63,15.362
Zfp961,4.305,3.522,3.194,3.793,3.878,5.256,4.617,4.263
Sirt4,6.886660448,6.023787313,5.027985075,6.236007463,8.75,8.885261194,8.836287313,7.1875
Cyp2c50,8.41221374,8.366412214,8.534351145,6.870229008,27.67938931,38.51908397,18.39694656,14.51908397
Sugp2,7.409,7.122,5.33,7.411,7.935,8.987,8.005,8.181
Madd,7.108,6.261,7.586,8.312,8.941,9.802,9.159,7.427
Gpr155,3.104,2.896,3.394,4.025,4.381,5.597,5.571,3.131
Dnajc1,6.908,6.222,8.624,9.722,10.646,12.299,8.206,9.607
Fgfr1op,5.056,5.322,6.268,6.452,6.966,8.225,6.926,7.164
Fkbp8,42.27065475,33.47255152,44.12547875,44.23308408,47.24968083,47.35363852,42.88345796,30.61827467
Cyp4f14,28.533,23.01,15.291,31.2,29.785,48.327,40.026,34.494
Cyp4f14,28.282,22.658,15.011,31.083,29.372,47.592,39.524,34.363
Ncoa6,7.859,7.044,9.023,8.603,10.036,11.721,9.185,10.64
Phyhd1,20.273,23.049,18.884,24.617,27.056,29.512,25.17,21.723
Zmynd8,18.471,18.783,13.374,13.718,14.865,22.416,20.879,19.297
Zmynd8,18.471,18.783,13.374,13.718,14.865,22.416,20.879,19.297
Cmah,15.568,12.366,16.249,18.557,21.49,25.07,17.666,23.723
Dnajc1,6.908,6.222,8.624,9.722,10.646,12.299,8.206,9.607
Kcnc3,4.906,4.892,6.368,7.455,11.777,11.931,8.909,8.033
Klc2,5.488860672,5.962137828,4.332217477,5.434606949,5.471545654,7.189195429,6.488514371,6.169918042
Prkcz,2.603,4.148,3.453,3.865,5.422,5.703,4.542,3.754
Snrpb,29.70850061,29.02949904,47.56152906,37.38872404,41.8048525,56.19130738,38.63326933,34.28347006
Umps,6.462169736,5.561449159,7.831265012,7.096677342,9.594675741,9.730784628,8.538831065,8.548839071
Cyp2j5,85.198,67.072,40.862,47.78,60.79,97.47,89.386,85.203
Gpaa1,9.9750934,10.2366127,11.18929016,14.11581569,15.64757161,17.01743462,16.56288917,11.33250311
Rnaseh1,4.135168961,5.191489362,4.172715895,5.237797247,5.46057572,6.578222778,6.09261577,5.580725907
Tfeb,6.963406805,5.444040231,7.817248021,8.863684999,9.835223625,10.79820244,9.343034453,7.192381768
Traf5,7.659,5.752,5.609,5.856,9.551,10.17,9.26,6.279
Mybbp1a,12.24886822,11.49149639,12.43239936,18.82907133,20.82466659,25.72250092,17.74746115,17.45136425
Extl1,2.803,2.152,4.611,4.65,2.998,5.808,5.019,2.967
Pdgfc,3.854,3.522,1.717,2.659,2.675,5.492,4.642,4.377
Zc3h8,4.005,3.952,5.909,8.632,7.092,9.382,6.499,6.541
Plcg1,13.616,15.496,16.309,20.272,16.768,22.679,13.626,13.313
Rdh11,6.608,3.444,3.194,3.023,3.896,11.694,6.851,6.328
Cyp4f14,29.033,23.597,16.349,31.272,30.305,48.932,40.728,35.036
Cndp2,4.806,3.796,5.05,6.438,6.84,8.541,7.604,6.197
Lime1,22.8680203,19.87309645,16.72588832,31.34517766,35.07614213,38.68020305,22.91878173,23.29949239
Mtap,3.304,3.091,2.455,3.313,3.483,5.519,4.417,4.558
Isoc1,3.354,4.226,3.114,4.577,5.009,6.149,5.144,5.509
Bcs1l,8.410945751,7.138742199,4.791166587,8.578972636,7.758041287,10.3456553,10,8.972635622
Mina,5.606,5.244,4.891,7.644,6.391,9.592,7.93,8.443
D10Wsu102e,4.994708995,4.140589569,3.711262283,4.393046107,5.916855631,8.184429327,4.817838246,5.922902494
Ggct,3.034817253,3.117962931,2.385241642,2.189502858,3.793521566,5.144638836,4.52104625,3.947687511
Aspdh,161.0725552,149.3690852,99.49526814,127.8864353,144.4164038,209.7476341,191.5772871,190.851735
Mrpl13,3.955,4.344,3.972,4.461,5.745,6.465,5.295,5.328
Ccser2,8.61,7.631,7.625,11.015,10.575,12.325,9.787,9.115
Spsb3,13.13835771,13.05961755,8.758905137,10.51743532,10.56992876,20.79115111,14.77315336,16.96662917
Fam213a,3.604,2.935,1.916,2.456,2.621,7.779,5.847,4.361
Tti1,3.955,4.148,3.693,4.025,4.506,5.676,4.994,4.902
Slc52a2,5.900673401,12.51683502,8.737373737,14.55387205,15.10942761,20.12626263,15,10.21043771
Mrap,29.38961176,24.05162382,12.88162488,20.72252195,24.29070136,42.42251137,35.54532953,32.58859621
Setd8,5.907,5.831,5.649,7.658,7.738,9.382,9.109,8.394
Clec2d,439.6786534,420.862025,439.7118082,387.0313695,699.1787809,704.4656975,570.5610814,445.220607
Pofut1,3.254,3.248,3.154,3.618,4.237,5.019,4.316,4.656
Smco4,4.806,4.696,4.192,5.13,5.009,7.306,6.148,5.476
Cd81,32.487,31.11,21.339,29.877,34.524,40.523,36.462,38.085
Gpn1,4.105,3.913,3.114,4.04,4.434,5.571,5.295,5.23
Sirt4,6.710614525,5.946368715,4.996648045,6.397765363,8.464804469,8.690502793,8.636871508,7.070391061
Pomt1,5.506,5.322,3.433,4.418,9.659,9.907,9.36,9.329
Hpdl,2.815230961,2.684144819,1.991260924,2.084893883,3.807740325,6.235955056,3.133583021,4.194756554
Sec63,21.925,18.431,22.637,27.61,33.034,38.709,22.384,31.068
Mical3,6.958,8.453,8.544,10.899,12.352,17.896,11.669,12.771
Sugp2,7.409,7.122,5.33,7.411,7.935,8.987,8.005,8.181
Atp5g3,65.15976331,76.41420118,96.85207101,102.4970414,83.50295858,106.3550296,79.28994083,67.90532544
Mlh3,4.505,4.148,3.793,4.098,4.722,6.99,5.947,5.525
Vps37b,15.318,12.914,12.436,15.287,18.294,25.149,17.591,16.624
Rbm47,38.394,32.088,30.901,34.266,48.133,56.211,47.152,35.167
Pced1a,12.9359392,10.45168295,9.146579805,12.59066232,14.26927253,14.7795874,13.62432139,11.92616721
Fam118b,4.906,6.261,6.268,7.121,7.397,9.277,7.127,8.427
Ppp2r5b,6.262759302,6.24958841,4.995060915,8.014487982,7.892657228,8.653276259,7.726374712,6.559104379
Ugt1a9,6.057,5.048,17.966,14.43,29.749,43.15,15.358,5.328
Zfp870,10.562,12.914,6.308,8.675,13.196,16.503,16.487,14.099
Gm10638,8.450807636,7.18061674,5.859030837,6.938325991,6.196769457,10.22760646,9.030837004,8.546255507
6330407A03Rik,8.421052632,8.279978296,9.424850787,9.620184482,9.739555073,14.1182854,8.849701574,9.696147585
Mir23b,20.27027027,37.02702703,48.51351351,55,46.08108108,78.10810811,30.54054054,20
Mir320,18.29268293,9.512195122,2.43902439,5.365853659,10.97560976,19.26829268,12.19512195,11.95121951
Phyhd1,19.873,22.344,18.485,24.268,26.571,28.776,24.417,21.264
Zmynd8,18.571,18.509,14.293,13.079,14.578,23.257,21.406,18.641
Ddhd1,9.861,9.666,9.981,9.882,10.736,16.451,13.049,12.706
Mfhas1,12.464,15.105,10.759,15.04,17.774,22.837,18.118,15.509
Samd1,17.4965035,9.846153846,14.7972028,16.86713287,18.83916084,23.52447552,21.06293706,16.96503497
Tomm5,2.212389381,3.462389381,1.548672566,4.015486726,4.966814159,7.267699115,5.829646018,4.900442478
6430550D23Rik,4.539042821,3.153652393,3.823677582,3.808564232,5.516372796,6.619647355,6.070528967,5.450881612
6430550D23Rik,5.607949413,6.009033424,5.194218609,6.354110208,7.654923216,8.355916893,8.251129178,7.28635953
Kifc3,18.721,10.644,11.079,11.378,15.296,18.79,18.244,14.673
Pcgf2,7.776220509,5.850268629,6.527680448,6.500817566,7.61153936,8.778322822,8.236393366,7.161878066
Pcgf2,8.110129164,5.763652844,6.559030138,6.536369816,7.688647179,8.694765466,8.273283481,7.430319511
Fance,6.908,5.87,6.328,8.036,7.504,9.75,8.482,9.05
Madd,5.907,4.539,5.889,6.772,6.858,8.147,7.001,6.148
Stx2,9.01,7.983,8.025,9.329,10.431,9.855,12.221,10.214
Fasn,73.885,62.22,119.612,97.711,109.013,152.735,138.12,98.86
Pcgf2,8.381395349,5.783979328,6.623255814,6.684237726,7.738501292,8.691472868,7.885271318,7.3374677
Xiap,38.644,37.332,46.272,40.122,48.348,59.312,48.733,42.971
Il4i1,10.71768438,8.378271213,11.16177637,6.28072958,13.52498017,19.17129262,13.92942109,11.50674068
Hc,33.989,37.606,17.906,37.812,42.729,75.132,52.196,38.347
Msh3,4.605,6.026,5.809,6.089,6.355,7.095,6.876,6.263
Aldh1a1,37.093,29.858,55.594,63.257,105.943,70.586,165.774,71.858
Fam203a,5.836575875,5.3307393,2.33463035,7.062256809,6.284046693,11.75097276,8.793774319,6.050583658
Tmub1,2.604166667,1.015625,5.208333333,5.286458333,7.005208333,8.203125,7.838541667,6.822916667
Pus3,5.48272957,5.142375737,4.170176917,5.802864364,8.047177759,8.323504634,8.202190396,7.871946083
Eif3f,12.58683068,12.67185239,10.47214182,14.48444284,16.20658466,16.35311143,16.06910275,16.07452967
Tbc1d5,6.708,6.379,7.605,7.324,9.426,11.615,9.661,8.558
Rassf6,6.858,4.07,5.25,5.406,6.625,11.221,8.808,6.279
Akr1c14,15.167,13.54,27.168,16.13,25.978,34.294,28.808,16.378
Slc22a7,3.498718845,3.463778244,2.60423946,9.545772187,4.600512462,16.58979734,5.786163522,4.507337526
Pet112,4.856,5.165,4.332,5.26,6.032,6.833,6.349,5.591
Akr1d1,27.582,22.892,28.326,33.452,64.794,53.137,65.747,40.151
Glt25d1,8.259,8.257,7.865,12.119,15.296,15.557,10.841,13.05
Insig1,108.1984384,79.29346791,145.9036374,117.5052371,151.8053704,220.1028376,166.4997143,175.8122262
Lacc1,4.555,3.718,3.893,3.589,6.068,6.097,5.069,5.05
BC048403,4.856,3.952,4.052,5.115,4.56,7.779,5.345,6.673
Xkr6,7.659,5.518,7.266,5.813,7.433,9.04,8.507,7.378
Crybg3,3.604,3.365,2.934,4.897,5.871,10.958,5.571,5.755
Lrrc58,33.989,30.64,38.087,47.054,41.472,64.174,56.739,55.25
Tppp,2.803,2.426,2.515,5.667,3.465,6.701,4.442,2.541
Gm5512,10.512,9.627,9.362,14.154,12.621,15.452,12.798,12.591
Neat1,3692.005098,3024.51147,3690.994053,3725.531011,4210.416313,5079.677145,3845.395072,4149.379779
4732471J01Rik,3.804,2.426,2.795,5.871,6.122,6.727,5.32,6.066
Mir30a,56.33802817,55.07042254,90,57.32394366,90.98591549,100,134.3661972,83.09859155
Mir137,20.54794521,16.02739726,19.17808219,11.91780822,22.19178082,28.76712329,24.10958904,20.2739726
Zfp661,4.97550049,4.327313454,4.41551169,5.574688506,6.232675346,5.99748005,6.710065799,6.266274675
Acp2,19.28812452,17.2515511,17.29617938,17.273321,21.47708719,24.31370415,28.29868292,21.32578644
Dvl2,5.952699091,3.503474078,5.068145377,6.834580438,6.068947087,7.620256547,8.985836451,6.900053447
Ror1,8.009,7.944,7.985,5.929,9.91,10.485,11.945,8.099
Trmu,6.307,5.635,4.631,6.685,7.11,6.99,7.528,7.099
Zfp661,4.974107768,4.326102169,4.414275717,5.573128062,6.230930721,5.99580126,6.708187544,6.264520644
Sec14l2,78.19,73.725,58.848,80.171,132.765,98.1,139.475,114.222
Ankrd46,12.715,12.366,8.643,13.108,15.314,16.976,17.29,14.067
